FullAddress,SID,PID,EXID,Service,Latitude,Longitude,Company,_overlaps
128 SNAPPER DR FORSYTH MT 59327,37775,,25,10MB/1MB_10000,46.27162712,-106.655643,Forsyth,
701 N CHEYENNE AVE LAME DEER MT 59043,31236,,31,10MB/1MB_10000,45.63214231,-106.6755204,Forsyth,
132 SNAPPER DR FORSYTH MT 59327,37776,,25,10MB/1MB_10000,46.27178261,-106.6553356,Forsyth,
209 HIGHWALKER ST LAME DEER MT 59043,31013,,31,10MB/1MB_10000,45.61343767,-106.6639159,Forsyth,
136 SNAPPER DR FORSYTH MT 59327,37777,,25,10MB/1MB_10000,46.27188583,-106.6548415,Forsyth,
919 LITTLECOYOTE DR LAME DEER MT 59043,31778,,31,10MB/1MB_10000,45.61325363,-106.6630701,Forsyth,
140 SNAPPER DR FORSYTH MT 59327,37778,,25,10MB/1MB_10000,46.27200247,-106.6544387,Forsyth,
124 HIGHWALKER DR LAME DEER MT 59043,31012,,31,10MB/1MB_10000,45.61424269,-106.6632487,Forsyth,
144 SNAPPER DR FORSYTH MT 59327,37779,,25,10MB/1MB_10000,46.27211258,-106.6540406,Forsyth,
735 IRONSHIRT ST LAME DEER MT 59043,31014,,31,10MB/1MB_10000,45.61344861,-106.6656841,Forsyth,
148 SNAPPER DR FORSYTH MT 59327,37780,,25,10MB/1MB_10000,46.27224948,-106.6535911,Forsyth,
152 SNAPPER DR FORSYTH MT 59327,37781,,25,10MB/1MB_10000,46.27239295,-106.6529742,Forsyth,
1100 HOLLOWBREAST DR LAME DEER MT 59043,31021,,31,10MB/1MB_10000,45.61199218,-106.6632518,Forsyth,
164 SNAPPER DR FORSYTH MT 59327,37783,,25,10MB/1MB_10000,46.27167887,-106.6529927,Forsyth,
120 HOLLOWBREAST DR LAME DEER MT 59043,31020,,31,10MB/1MB_10000,45.61158331,-106.6620541,Forsyth,
168 SNAPPER DR FORSYTH MT 59327,37784,,25,10MB/1MB_10000,46.27142323,-106.6530019,Forsyth,
1104 HOLLOWBREAST DR LAME DEER MT 59043,31023,,31,10MB/1MB_10000,45.61093238,-106.6625842,Forsyth,
172 SNAPPER DR FORSYTH MT 59327,37785,,25,10MB/1MB_10000,46.27108127,-106.6530646,Forsyth,
5743 A N TONGUE RIVER RD LAME DEER MT 59003,19623,,26,10MB/1MB_10000,45.6189,-106.2854,Forsyth,
160 SNAPPER DR FORSYTH MT 59327,37782,,25,10MB/1MB_10000,46.27195426,-106.6529842,Forsyth,
5743 N TONGUE RIVER RD LAME DEER MT 59003,20352,,26,10MB/1MB_10000,45.61892505,-106.2854078,Forsyth,
176 SNAPPER DR FORSYTH MT 59327,37786,,25,10MB/1MB_10000,46.27083546,-106.6529993,Forsyth,
167 E ROSEBUD ST FORSYTH MT 59327,37793,,25,10MB/1MB_10000,46.27045952,-106.6553848,Forsyth,
113 SNAPPER DR FORSYTH MT 59327,37794,,25,10MB/1MB_10000,46.2706331,-106.6553493,Forsyth,
1 POPLAR PL FORSYTH MT 59327,37824,,25,10MB/1MB_10000,46.27182066,-106.6466285,Forsyth,
2 SCOBEY CIR FORSYTH MT 59327,37844,,25,10MB/1MB_10000,46.2729531,-106.6471157,Forsyth,
568 E ROSEBUD ST FORSYTH MT 59327,945567,,25,10MB/1MB_10000,46.2728,-106.6488,Forsyth,
1107 HOLLOWBREAST DR LAME DEER MT 59043,31056,,31,10MB/1MB_10000,45.61113172,-106.6620056,Forsyth,
457 E ROSEBUD ST FORSYTH MT 59327,923892,,25,10MB/1MB_10000,Null,Null,Forsyth,
1113 HOLLOWBREAST DR LAME DEER MT 59043,31057,,31,10MB/1MB_10000,45.61090276,-106.6619276,Forsyth,
2847 OLD HWY 10 FORSYTH MT 59327,37860,,25,10MB/1MB_10000,46.26936353,-106.6492021,Forsyth,
1121 HOLLOWBREAST DR LAME DEER MT 59043,31059,,31,10MB/1MB_10000,45.61071864,-106.6618751,Forsyth,
126 YOUNGMULE DR LAME DEER MT 59043,31060,,31,10MB/1MB_10000,45.61053023,-106.661762,Forsyth,
108 YOUNGMULE DR LAME DEER MT 59043,31820,,31,10MB/1MB_10000,45.61058785,-106.6610491,Forsyth,
109 YOUNGMULE DR LAME DEER MT 59043,31062,,31,10MB/1MB_10000,45.61015015,-106.6609117,Forsyth,
1129 LITTLEWOLF ST LAME DEER MT 59043,31068,,31,10MB/1MB_10000,45.61075652,-106.6602433,Forsyth,
333 ROBINSON LN LAME DEER MT 59003,20141,,26,10MB/1MB_10000,45.63548618,-106.3001073,Forsyth,
5617 N TONGUE RIVER RD LAME DEER MT 59003,20144,,26,10MB/1MB_10000,45.63869899,-106.2905027,Forsyth,
5608 N TONGUE RIVER RD LAME DEER MT 59003,20143,,26,10MB/1MB_10000,45.63970181,-106.2938645,Forsyth,
67 REDEAGLE CREEK RD LAME DEER MT 59003,20145,,26,10MB/1MB_10000,45.64187002,-106.2947877,Forsyth,
82 REDEAGLE CREEK RD LAME DEER MT 59003,20146,,26,10MB/1MB_10000,45.64262681,-106.294667,Forsyth,
28 REDEAGLE CREEK RD LAME DEER MT 59003,20147,,26,10MB/1MB_10000,45.64274663,-106.2938872,Forsyth,
16 REDEAGLE CREEK RD LAME DEER MT 59003,20421,,26,10MB/1MB_10000,45.64483414,-106.2937695,Forsyth,
281 TWOTWO RD LAME DEER MT 59003,20148,,26,10MB/1MB_10000,45.64509693,-106.2892856,Forsyth,
45 TWOTWO RD LAME DEER MT 59003,20212,,26,10MB/1MB_10000,45.64744168,-106.2923351,Forsyth,
1120 LITTLEWOLF ST LAME DEER MT 59043,31058,,31,10MB/1MB_10000,45.61075118,-106.6610863,Forsyth,
1112 LITTLEWOLF ST LAME DEER MT 59043,31055,,31,10MB/1MB_10000,45.61096002,-106.6611987,Forsyth,
1104 LITTLEWOLF ST LAME DEER MT 59043,31054,,31,10MB/1MB_10000,45.61115891,-106.6612944,Forsyth,
1109 LITTLEWOLF ST LAME DEER MT 59043,31065,,31,10MB/1MB_10000,45.61111681,-106.6606529,Forsyth,
1117 LITTLEWOLF ST LAME DEER MT 59043,31064,,31,10MB/1MB_10000,45.61129624,-106.6607454,Forsyth,
1123 LITTLEWOLF ST LAME DEER MT 59043,31066,,31,10MB/1MB_10000,45.61092789,-106.6606196,Forsyth,
1209 HOLLOWBREAST DR LAME DEER MT 59043,31061,,31,10MB/1MB_10000,45.61007904,-106.661628,Forsyth,
1116 HOLLOWBREAST DR LAME DEER MT 59043,31022,,31,10MB/1MB_10000,45.610719,-106.6623958,Forsyth,
1132 HOLLOWBREAST DR LAME DEER MT 59043,31026,,31,10MB/1MB_10000,45.61025833,-106.6622146,Forsyth,
1122 HOLLOWBREAST DR LAME DEER MT 59043,31025,,31,10MB/1MB_10000,45.61042067,-106.6622763,Forsyth,
1214 HOLLOWBREAST DR LAME DEER MT 59043,31029,,31,10MB/1MB_10000,45.60991548,-106.6621598,Forsyth,
208 HOLLOWBREAST DR LAME DEER MT 59043,31030,,31,10MB/1MB_10000,45.60972869,-106.6621165,Forsyth,
1129 RUNNING BEAR ST LAME DEER MT 59043,31031,,31,10MB/1MB_10000,45.60967095,-106.6624307,Forsyth,
1125 RUNNING BEAR ST LAME DEER MT 59043,31032,,31,10MB/1MB_10000,45.60990016,-106.6625855,Forsyth,
1117 RUNNING BEAR ST LAME DEER MT 59043,31028,,31,10MB/1MB_10000,45.61025718,-106.6627085,Forsyth,
1105 RUNNING BEAR ST LAME DEER MT 59043,31024,,31,10MB/1MB_10000,45.61053473,-106.6628432,Forsyth,
1108 RUNNING BEAR ST LAME DEER MT 59043,31035,,31,10MB/1MB_10000,45.61020001,-106.6632112,Forsyth,
1116 RUNNING BEAR ST LAME DEER MT 59043,31034,,31,10MB/1MB_10000,45.61003703,-106.6631449,Forsyth,
87 SPOTTED ELK RD LAME DEER MT 59043,31836,,31,10MB/1MB_10000,45.60584602,-106.6613023,Forsyth,
428 SPOTTED ELK RD LAME DEER MT 59043,31138,,31,10MB/1MB_10000,45.60454616,-106.6638902,Forsyth,
600 SPOTTED ELK RD LAME DEER MT 59043,31750,,31,10MB/1MB_10000,45.60160668,-106.6642478,Forsyth,
1096 CARL BEMENT MEMORIAL HWY LAME DEER MT 59043,31363,,31,10MB/1MB_10000,45.60781675,-106.6585937,Forsyth,
358 SOLDIER GULCH RD LAME DEER MT 59043,31842,,31,10MB/1MB_10000,45.6117996,-106.6525241,Forsyth,
1142 BLACK KETTLE RD LAME DEER MT 59043,31699,,31,10MB/1MB_10000,45.61128396,-106.6538232,Forsyth,
1134 BLACK KETTLE RD LAME DEER MT 59043,31160,,31,10MB/1MB_10000,45.61130577,-106.6547205,Forsyth,
347 SOLDIER GULCH RD LAME DEER MT 59043,31161,,31,10MB/1MB_10000,45.61406892,-106.6530607,Forsyth,
46384 HY 212 LAME DEER MT 59043,31259,,31,10MB/1MB_10000,45.63362527,-106.5827509,Forsyth,
40297 HY 212 LAME DEER MT 59043,31759,,31,10MB/1MB_10000,45.61481626,-106.6899891,Forsyth,
126 PRINCIPAL ST LAME DEER MT 59043,31168,,31,10MB/1MB_10000,45.6205,-106.6704,Forsyth,
306 W ELKHORNSCRAPER ST LAME DEER MT 59043,31847,,31,10MB/1MB_10000,45.6193791,-106.6689765,Forsyth,
221 ELKHORNSCRAPER ST LAME DEER MT 59043,30971,,31,10MB/1MB_10000,45.6191115,-106.6681248,Forsyth,
209 W ELKHORNSCRAPER ST LAME DEER MT 59041,30972,,31,10MB/1MB_10000,45.6189734,-106.6671485,Forsyth,
325 SEMINOLE PL LAME DEER MT 59043,31183,,31,10MB/1MB_10000,45.61864208,-106.6704385,Forsyth,
230 HOLLOWBREAST DR LAME DEER MT 59043,31143,,31,10MB/1MB_10000,45.60862769,-106.6636417,Forsyth,
228 HOLLOWBREAST DR LAME DEER MT 59043,31144,,31,10MB/1MB_10000,45.60885325,-106.6634555,Forsyth,
329 MORNING STAR DR LAME DEER MT 59043,30976,,31,10MB/1MB_10000,45.61722044,-106.6699249,Forsyth,
402 MORNING STAR DR LAME DEER MT 59043,30978,,31,10MB/1MB_10000,45.61740944,-106.6708158,Forsyth,
122 WHITEMAN LN LAME DEER MT 59043,31631,,31,10MB/1MB_10000,45.62764846,-106.656058,Forsyth,
1113 RUNNING BEAR ST LAME DEER MT 59043,31027,,31,10MB/1MB_10000,45.61034872,-106.6627298,Forsyth,
16 W MEDICINELODGE DR LAME DEER MT 59043,926819,,31,10MB/1MB_10000,45.6152,-106.6619,Forsyth,
109 TEACHER ST LAME DEER MT 59043,31170,,31,10MB/1MB_10000,45.61983969,-106.6698504,Forsyth,
130 PRINCIPAL ST LAME DEER MT 59043,31169,,31,10MB/1MB_10000,45.62018216,-106.6700064,Forsyth,
5111 HWY 39 LAME DEER MT 59043,31321,,31,10MB/1MB_10000,45.63552103,-106.6730339,Forsyth,
5115 HWY 39 LAME DEER MT 59043,31320,,31,10MB/1MB_10000,45.63585752,-106.6721098,Forsyth,
5098 HWY 39 LAME DEER MT 59043,31393,,31,10MB/1MB_10000,45.63610849,-106.6773787,Forsyth,
5076 HWY 39 LAME DEER MT 59043,31394,,31,10MB/1MB_10000,45.63980438,-106.680908,Forsyth,
5073 HWY 39 LAME DEER MT 59043,31395,,31,10MB/1MB_10000,45.64081312,-106.6792626,Forsyth,
614 GHOST DANCER DR LAME DEER MT 59043,946537,,31,10MB/1MB_10000,45.6178,-106.674,Forsyth,
517 CHEYENNE WOMAN CIR LAME DEER MT 59043,31457,,31,10MB/1MB_10000,45.62976265,-106.6683364,Forsyth,
233 TEACHER ST LAME DEER MT 59043,943244,,31,10MB/1MB_10000,Null,Null,Forsyth,
230 W TEACHER ST LAME DEER MT 59043,943594,,31,10MB/1MB_10000,Null,Null,Forsyth,
230 E TEACHER ST LAME DEER MT 59043,943593,,31,10MB/1MB_10000,Null,Null,Forsyth,
405 WOODENLEGS DR LOT 16 LAME DEER MT 59043,66470,,31,10MB/1MB_10000,45.620619,-106.660174,Forsyth,
405 WOODENLEGS DR LOT 17 LAME DEER MT 59043,939517,,31,10MB/1MB_10000,45.6205,-106.6603,Forsyth,
929 LITTLECOYOTE DR LAME DEER MT 59043,939181,,31,10MB/1MB_10000,Null,Null,Forsyth,
925 LITTLECOYOTE DR LAME DEER MT 59043,939182,,31,10MB/1MB_10000,Null,Null,Forsyth,
10 5TH ST ROSEUBD MT 59347,39782,,33,10MB/1MB_10000,46.27483296,-106.4387749,Forsyth,
514 OAK EDGERTON WY 82635,25944,,15,10MB/1MB_10000,43.414026,-106.244457,Worland,
616 AURORA EDGERTON WY 82635,25943,,15,10MB/1MB_10000,43.410815,-106.243279,Worland,
437 SULLIVAN ST EDGERTON WY 82635,25863,,15,10MB/1MB_10000,43.415142,-106.246199,Worland,
335 HWY 387 EDGERTON WY 82635,25840,,15,10MB/1MB_10000,43.415127,-106.247448,Worland,
55 MESA DR BAGGS WY 82321,23688,,1,10MB/1MB_10000,41.075269,-107.623272,DUBOIS,
26455 HWY 259 CASPER WY 82601,25958,,15,10MB/1MB_10000,43.23242,-106.312395,Worland,
453 COUNTY ROAD 706 SAVERY WY 82332,23817,,1,10MB/1MB_10000,41.072388,-107.310192,DUBOIS,
464 A COUNTY ROAD 706 SAVERY WY 82332,24034,,1,10MB/1MB_10000,41.071085,-107.310981,DUBOIS,
464 C COUNTY ROAD 706 SAVERY WY 82332,942329,,1,10MB/1MB_10000,Null,Null,DUBOIS,
210 FRONT ST FORSYTH MT 59327,37591,,25,10MB/1MB_10000,46.25855051,-106.6901604,Forsyth,
464 B COUNTY ROAD 706 SAVERY WY 82332,24058,,1,10MB/1MB_10000,41.070648,-107.311171,DUBOIS,
1313 COUNTY ROAD 156 PINE BLUFFS WY 82082,5927,,19,10MB/1MB_10000,41.189379,-104.215318,Worland,
5607 COUNTY ROAD 212 PINE BLUFFS WY 82082,5979,,19,10MB/1MB_10000,41.171732,-104.214481,Worland,
5669 COUNTY ROAD 212 PINE BLUFFS WY 82082,5978,,19,10MB/1MB_10000,41.169649,-104.196583,Worland,
5609 I80 SERVICE RD PINE BLUFFS WY 82082,5980,,19,10MB/1MB_10000,41.154441,-104.215667,Worland,
1249 COUNTY ROAD 160 PINE BLUFFS WY 82082,6016,,19,10MB/1MB_10000,41.179735,-104.138379,Worland,
5995 COUNTY ROAD 212 PINE BLUFFS WY 82082,6020,,19,10MB/1MB_10000,41.170833,-104.140486,Worland,
1160 COUNTY ROAD 161 PINE BLUFFS WY 82082,6022,,19,10MB/1MB_10000,41.166357,-104.124163,Worland,
1153 COUNTY ROAD 161 PINE BLUFFS WY 82082,6023,,19,10MB/1MB_10000,41.164629,-104.119018,Worland,
1151 COUNTY ROAD 161 PINE BLUFFS WY 82082,6057,,19,10MB/1MB_10000,41.164591,-104.119296,Worland,
1149 COUNTY ROAD 161 PINE BLUFFS WY 82082,62615,,19,10MB/1MB_10000,41.164667,-104.119553,Worland,
1147 COUNTY ROAD 161 PINE BLUFFS WY 82082,6024,,19,10MB/1MB_10000,41.164667,-104.119553,Worland,
209 S 7TH AVE FORSYTH MT 59327,37669,,25,10MB/1MB_10000,46.2625917,-106.6794368,Forsyth,
409 S 7TH AVE FORSYTH MT 59327,37657,,25,10MB/1MB_10000,46.26095473,-106.6780675,Forsyth,
1100 COUNTY ROAD 161 PINE BLUFFS WY 82082,6025,,19,10MB/1MB_10000,41.157161,-104.121156,Worland,
258 S 8TH AVE FORSYTH MT 59327,37673,,25,10MB/1MB_10000,46.26267692,-106.6784412,Forsyth,
5 BAKING POWDER RD BROADUS MT 59317,21189,,35,10MB/1MB_10000,45.18673091,-105.3417379,Forsyth,
12 BAKING POWDER RD BROADUS MT 59317,21190,,35,10MB/1MB_10000,45.19592542,-105.356032,Forsyth,
1096 COUNTY ROAD 161 PINE BLUFFS WY 82082,6026,,19,10MB/1MB_10000,41.157606,-104.122131,Worland,
711 PROSPECT ST FORSYTH MT 59327,37671,,25,10MB/1MB_10000,46.26206483,-106.6790208,Forsyth,
3 BELLE CREEK RD BROADUS MT 59317,21367,,35,10MB/1MB_10000,45.20012042,-105.316708,Forsyth,
2 COTTONWOOD RD BROADUS MT 59317,21197,,35,10MB/1MB_10000,45.17813277,-105.3327139,Forsyth,
14 BAKING POWDER RD BROADUS MT 59317,21388,,35,10MB/1MB_10000,45.19320634,-105.3579272,Forsyth,
214 S 7TH AVE FORSYTH MT 59327,37670,,25,10MB/1MB_10000,46.26247534,-106.6793933,Forsyth,
245 S 7TH AVE FORSYTH MT 59327,944499,,25,10MB/1MB_10000,Null,Null,Forsyth,
835 PROSPECT ST FORSYTH MT 59327,64604,,25,10MB/1MB_10000,46.2618078,-106.6789694,Forsyth,
1089 COUNTY ROAD 161 PINE BLUFFS WY 82082,6028,,19,10MB/1MB_10000,41.154532,-104.118522,Worland,
265 S 8TH AVE FORSYTH MT 59327,942891,,25,10MB/1MB_10000,Null,Null,Forsyth,
41 MALLEY DR BROADUS MT 59317,21252,,35,10MB/1MB_10000,45.13985079,-105.1117122,Forsyth,
100 MALLEY DR BROADUS MT 59317,21253,,35,10MB/1MB_10000,45.13957238,-105.1147386,Forsyth,
Null,39462,,33,10MB/1MB_10000,Null,Null,Forsyth,
220 LANNING WAY BROADUS MT 59317,21159,,35,10MB/1MB_10000,45.141145,-105.1126627,Forsyth,
109 LANNING WAY BROADUS MT 59317,21160,,35,10MB/1MB_10000,45.14173656,-105.112428,Forsyth,
1681 FRONT ST FORSYTH MT 59327,37723,,25,10MB/1MB_10000,46.26804363,-106.6680803,Forsyth,
1077 COUNTY ROAD 161 PINE BLUFFS WY 82082,6029,,19,10MB/1MB_10000,41.153988,-104.119713,Worland,
357 S 7TH AVE FORSYTH MT 59327,901567,,25,10MB/1MB_10000,46.2614,-106.6785,Forsyth,
1782 RANCH CREEK RD BROADUS MT 59317,21398,,35,10MB/1MB_10000,45.12178914,-105.0938902,Forsyth,
Null,39460,,33,10MB/1MB_10000,Null,Null,Forsyth,
1060 COUNTY ROAD 161 PINE BLUFFS WY 82082,6030,,19,10MB/1MB_10000,41.152911,-104.121277,Worland,
1142 COUNTY ROAD 161 PINE BLUFFS WY 82082,6056,,19,10MB/1MB_10000,41.162482,-104.125003,Worland,
11 LANNING RD BROADUS MT 59317,21254,,35,10MB/1MB_10000,45.14149985,-105.1132794,Forsyth,
141 LANNING WAY BROADUS MT 59317,21369,,35,10MB/1MB_10000,45.14169741,-105.1128816,Forsyth,
607 MORRISSEY RD NEWCASTLE WY 82701,27521,,17,10MB/1MB_10000,43.848653,-104.245649,Worland,
708 MORRISSEY RD NEWCASTLE WY 82701,27481,,17,10MB/1MB_10000,43.847208,-104.246508,Worland,
702 MORRISSEY RD NEWCASTLE WY 82701,27516,,17,10MB/1MB_10000,43.847582,-104.246528,Worland,
3295 SAGE CIR N NEWCASTLE WY 82701,27523,,17,10MB/1MB_10000,43.84793,-104.245623,Worland,
3289 SAGE CIR N NEWCASTLE WY 82701,27493,,17,10MB/1MB_10000,43.847849,-104.245215,Worland,
3285 SAGE CIR S NEWCASTLE WY 82701,27494,,17,10MB/1MB_10000,43.84792,-104.24467,Worland,
3281 SAGE CIR N NEWCASTLE WY 82701,27495,,17,10MB/1MB_10000,43.847967,-104.244279,Worland,
3277 SAGE CIR N NEWCASTLE WY 82701,27496,,17,10MB/1MB_10000,43.847994,-104.243763,Worland,
3271 SAGE CIR N NEWCASTLE WY 82701,27517,,17,10MB/1MB_10000,43.847661,-104.243267,Worland,
3266 SAGE CIR S NEWCASTLE WY 82701,27509,,17,10MB/1MB_10000,43.847463,-104.243199,Worland,
3278 SAGE CIR N NEWCASTLE WY 82701,27507,,17,10MB/1MB_10000,43.847597,-104.243941,Worland,
3267 SAGE CIR N NEWCASTLE WY 82701,27506,,17,10MB/1MB_10000,43.847412,-104.243817,Worland,
3273 SAGE CIR S NEWCASTLE WY 82701,27505,,17,10MB/1MB_10000,43.847178,-104.24389,Worland,
3279 SAGE CIR S NEWCASTLE WY 82701,27513,,17,10MB/1MB_10000,43.847172,-104.244169,Worland,
3291 CACTUS DR LOT 74 NEWCASTLE WY 82701,27459,,17,10MB/1MB_10000,43.845704,-104.244602,Worland,
3291 CACTUS DR LOT 73 NEWCASTLE WY 82701,27485,,17,10MB/1MB_10000,43.846034,-104.244613,Worland,
140 S STATE HIGHWAY 59 BROADUS MT 59317,21373,,35,10MB/1MB_10000,45.19774735,-105.3325704,Forsyth,
134 S STATE HIGHWAY 59 BROADUS MT 59317,21414,,35,10MB/1MB_10000,45.20843452,-105.332058,Forsyth,
670 WARFORD RD BROADUS MT 59317,21411,,35,10MB/1MB_10000,45.12611289,-105.0926778,Forsyth,
6137 COUNTY ROAD 212 PINE BLUFFS WY 82082,6058,,19,10MB/1MB_10000,41.165798,-104.111875,Worland,
613 EAST EDGERTON WY 82635,25939,,15,10MB/1MB_10000,43.413921,-106.243852,Worland,
6058 COUNTY ROAD 212 PINE BLUFFS WY 82082,6072,,19,10MB/1MB_10000,41.174725,-104.128809,Worland,
617 EAST EDGERTON WY 82635,25940,,15,10MB/1MB_10000,43.414356,-106.243921,Worland,
431 N SULLIVAN EDGERTON WY 82635,25852,,15,10MB/1MB_10000,43.414897,-106.246191,Worland,
6149 COUNTY ROAD 212 PINE BLUFFS WY 82082,6161,,19,10MB/1MB_10000,41.167009,-104.110435,Worland,
6151 COUNTY ROAD 212 PINE BLUFFS WY 82082,6162,,19,10MB/1MB_10000,41.165809,-104.110494,Worland,
446 N SULLIVAN EDGERTON WY 82635,25859,,15,10MB/1MB_10000,43.415934,-106.245622,Worland,
1855 MAIN ST FORSYTH MT 59327,936251,,25,10MB/1MB_10000,Null,Null,Forsyth,
1879 MAIN ST FORSYTH MT 59327,910696,,25,10MB/1MB_10000,Null,Null,Forsyth,
2100 CEDAR ST FORSYTH MT 59327,940827,,25,10MB/1MB_10000,Null,Null,Forsyth,
803 MAIN ST ROSEBUD MT 59347,39573,,33,10MB/1MB_10000,46.27648746,-106.4386023,Forsyth,
1797 MAIN ST FORSYTH MT 59327,943322,,25,10MB/1MB_10000,Null,Null,Forsyth,
5225 OLD HIGHWAY 14 SUNDANCE WY 82729,49803,,78,10MB/1MB_10000,44.523637,-104.216724,Forsyth,
236 E WENTWORTH ST NEWCASTLE WY 82701,27693,,17,10MB/1MB_10000,43.85551,-104.19681,Worland,
612 AURORA EDGERTON WY 82635,932527,,15,10MB/1MB_10000,Null,Null,Worland,
218 W MAIN ST NEWCASTLE WY 82701,29393,,17,10MB/1MB_10000,43.854334,-104.20492,Worland,
610 AURORA EDGERTON WY 82635,945846,,15,10MB/1MB_10000,Null,Null,Worland,
212 W MAIN ST NEWCASTLE WY 82701,27895,,17,10MB/1MB_10000,43.854435,-104.204752,Worland,
204 W MAIN ST NEWCASTLE WY 82701,28063,,17,10MB/1MB_10000,43.854503,-104.204464,Worland,
602 AURORA EDGERTON WY 82635,62155,,15,10MB/1MB_10000,Null,Null,Worland,
17 S SENECA AVE NEWCASTLE WY 82701,28050,,17,10MB/1MB_10000,43.854234,-104.203652,Worland,
120 W MAIN ST NEWCASTLE WY 82701,28069,,17,10MB/1MB_10000,43.854841,-104.203759,Worland,
614 AURORA EDGERTON WY 82635,936097,,15,10MB/1MB_10000,Null,Null,Worland,
Null,16675,,16,10MB/1MB_10000,44.345827,-104.820161,Worland,
Null,16888,,16,10MB/1MB_10000,44.260371,-104.946111,Worland,
373 N 9TH AVE FORSYTH MT 59327,37300,,25,10MB/1MB_10000,46.267971,-106.6808326,Forsyth,
8 LAKECOURT DR PINE HAVEN WY 82721,17189,,16,10MB/1MB_10000,44.35549,-104.816079,Worland,
58 WATERS DR PINE HAVEN WY 82721,17193,,16,10MB/1MB_10000,44.356084,-104.817259,Worland,
20 LAKECOURT DR PINE HAVEN WY 82721,17195,,16,10MB/1MB_10000,44.354742,-104.817124,Worland,
357 N 9TH AVE FORSYTH MT 59327,37301,,25,10MB/1MB_10000,46.26785883,-106.6807322,Forsyth,
11 CEDAR HILLS DR PINE HAVEN WY 82721,17211,,16,10MB/1MB_10000,44.355126,-104.814003,Worland,
390 N 10TH AVE FORSYTH MT 59327,37303,,25,10MB/1MB_10000,46.2683147,-106.6800515,Forsyth,
1015 W CONVERSE MOORCROFT WY 82721,17580,,16,10MB/1MB_10000,44.276302,-104.964309,Worland,
14 HENDERSON ST MOORCROFT WY 82721,17598,,16,10MB/1MB_10000,44.273426,-104.949,Worland,
15 FAIRVIEW CT MOORCROFT WY 82721,17603,,16,10MB/1MB_10000,44.278181,-104.951572,Worland,
1 ENOS CT MOORCROFT WY 82721,17604,,16,10MB/1MB_10000,44.270639,-104.949666,Worland,
4 FAIRVIEW CT MOORCROFT WY 82721,17605,,16,10MB/1MB_10000,44.276346,-104.94872,Worland,
15 HERITAGE LN MOORCROFT WY 82721,17606,,16,10MB/1MB_10000,44.276339,-104.944951,Worland,
7 FAIRVIEW CT MOORCROFT WY 82721,17607,,16,10MB/1MB_10000,44.276918,-104.951705,Worland,
4 WESTRIDGE LN MOORCROFT WY 82721,17611,,16,10MB/1MB_10000,44.276597,-104.940989,Worland,
100 E RAILROAD AVE MOORCROFT WY 82721,17950,,16,10MB/1MB_10000,44.259372,-104.947753,Worland,
506 E CONVERSE ST MOORCROFT WY 82721,17979,,16,10MB/1MB_10000,44.263847,-104.945054,Worland,
1017 RIVER ST FORSYTH MT 59327,37317,,25,10MB/1MB_10000,46.26803613,-106.6792281,Forsyth,
401 E RAILROAD AVE MOORCROFT WY 82721,18012,,16,10MB/1MB_10000,44.258907,-104.947099,Worland,
1035 RIVER ST FORSYTH MT 59327,37318,,25,10MB/1MB_10000,46.26809299,-106.678918,Forsyth,
500 E CONVERSE ST MOORCROFT WY 82721,18014,,16,10MB/1MB_10000,44.263923,-104.944406,Worland,
374 N 11TH AVE FORSYTH MT 59327,37319,,25,10MB/1MB_10000,46.26877812,-106.6787776,Forsyth,
112 N WIND RIVER AVE MOORCROFT WY 82721,18020,,16,10MB/1MB_10000,44.261193,-104.940211,Worland,
342 N 11TH AVE FORSYTH MT 59327,37320,,25,10MB/1MB_10000,46.26871285,-106.6787095,Forsyth,
201 N WIND RIVER AVE MOORCROFT WY 82721,18023,,16,10MB/1MB_10000,44.261959,-104.939499,Worland,
229 N WIND RIVER AVE MOORCROFT WY 82721,18025,,16,10MB/1MB_10000,44.263358,-104.939304,Worland,
328 N 11TH AVE FORSYTH MT 59327,37321,,25,10MB/1MB_10000,46.26850541,-106.6785232,Forsyth,
310 N 11TH AVE FORSYTH MT 59327,37322,,25,10MB/1MB_10000,46.26837058,-106.6783976,Forsyth,
232 N WIND RIVER AVE MOORCROFT WY 82721,18027,,16,10MB/1MB_10000,44.263512,-104.939733,Worland,
237 N TONGUE RIVER AVE MOORCROFT WY 82721,18032,,16,10MB/1MB_10000,44.26381,-104.940275,Worland,
201 N TETON ST MOORCROFT WY 82721,18035,,16,10MB/1MB_10000,44.262026,-104.940555,Worland,
222 N WIND RIVER AVE MOORCROFT WY 82721,18045,,16,10MB/1MB_10000,44.263163,-104.939869,Worland,
490 N 11TH AVE FORSYTH MT 59327,37324,,25,10MB/1MB_10000,46.26969584,-106.6796333,Forsyth,
210 N TONGUE RIVER AVE MOORCROFT WY 82721,18051,,16,10MB/1MB_10000,44.262691,-104.940982,Worland,
121 COUNTRY LN MOORCROFT WY 82721,18092,,16,10MB/1MB_10000,44.256131,-104.939104,Worland,
140 COUNTRY LN MOORCROFT WY 82721,18097,,16,10MB/1MB_10000,44.255514,-104.937109,Worland,
212 COUNTRY LN MOORCROFT WY 82721,18108,,16,10MB/1MB_10000,44.251592,-104.933396,Worland,
221 COUNTRY LN MOORCROFT WY 82721,18110,,16,10MB/1MB_10000,44.250753,-104.933292,Worland,
