FullAddress,SID,PID,EXID,Service,Longitude,Latitude,Company,_overlaps
510 N 14TH AVE FORSYTH MT 59327,37436,,25,30X10 Copper,-106.6763373,46.27160693,Forsyth,
301 BARBER ST KAYCEE WY 82639,16155,,14,30X10 Copper,-106.6357819,43.71358097,Worland,
606 FIFTH AVE HYSHAM MT 59038,39069,,30,30X10 Copper,-107.2290748,46.28912041,Forsyth,
1506 NEW YORK AVE CLEARMONT WY 82835,35271,,37,30X10 Copper,-106.3781916,44.63912678,Forsyth,
1026 WATER ST CLEARMONT WY 82835,35263,,37,30X10 Copper,-106.3787115,44.63909472,Forsyth,
7 HARWOOD ST PINE HAVEN WY 82721,17244,,16,30X10 Copper,-104.8128766,44.35460092,Worland,
221 WOODENLEGS DR LAME DEER MT 59043,31310,,31,30X10 Copper,-106.6610431,45.62168713,Forsyth,
227 WOODENLEGS DR LAME DEER MT 59043,31312,,31,30X10 Copper,-106.6605605,45.62152855,Forsyth,
225 WOODENLEGS DR LAME DEER MT 59043,31311,,31,30X10 Copper,-106.6607982,45.62161097,Forsyth,
307 WARBONNET ST LAME DEER MT 59043,31313,,31,30X10 Copper,-106.6604226,45.62140226,Forsyth,
1274 FRONT ST CLEARMONT WY 82835,35266,,37,30X10 Copper,-106.3793447,44.64304636,Forsyth,
1278 FRONT ST CLEARMONT WY 82835,35185,,37,30X10 Copper,-106.378516,44.64312489,Forsyth,
150 S MAIN ST SHERIDAN WY 82801,59511,,41,30X10 Copper,-106.9562689,44.79559411,Sheridan,
1131 PARK ST FORSYTH MT 59327,37367,,25,30X10 Copper,-106.6786077,46.26944654,Forsyth,
16 HARWOOD ST PINE HAVEN WY 82721,17199,,16,30X10 Copper,-104.8119036,44.35521882,Worland,
197 PINE HAVEN RD PINE HAVEN WY 82721,17200,,16,30X10 Copper,-104.8122211,44.35588946,Worland,
315 WARBONNET ST LAME DEER MT 59043,31314,,31,30X10 Copper,-106.6601145,45.62139179,Forsyth,
327 WARBONNET ST LAME DEER MT 59043,31852,,31,30X10 Copper,-106.6595058,45.62145539,Forsyth,
1115 PARK ST FORSYTH MT 59327,37366,,25,30X10 Copper,-106.6788096,46.26936159,Forsyth,
12 CEDAR HILLS DR PINE HAVEN WY 82721,17204,,16,30X10 Copper,-104.81336,44.3557679,Worland,
837 E HIGHWAY 16 WORLAND WY 82401,14863,,23,30X10 Copper,-107.8754643,44.02325662,Worland,
344 CAMPBELL AVE KAYCEE WY 82639,16213,,14,30X10 Copper,-106.6366204,43.7107804,Worland,
416 N 12TH AVE FORSYTH MT 59327,37371,,25,30X10 Copper,-106.678058,46.26969603,Forsyth,
719 FOURTH AVE HYSHAM MT 59038,38803,,30,30X10 Copper,-107.2268033,46.28979968,Forsyth,
232 WOODENLEGS DR LAME DEER MT 59043,31417,,31,30X10 Copper,-106.6609812,45.62109733,Forsyth,
304 WOODENLEGS DR LAME DEER MT 59043,31419,,31,30X10 Copper,-106.6609605,45.62091402,Forsyth,
325 S 9TH AVE FORSYTH MT 59327,37689,,25,30X10 Copper,-106.6761946,46.26259703,Forsyth,
208 WOODENLEGS DR LAME DEER MT 59043,31416,,31,30X10 Copper,-106.6617139,45.62126819,Forsyth,
301 DULL KNIFE DR LAME DEER MT 59043,31418,,31,30X10 Copper,-106.6617079,45.62099298,Forsyth,
235 HOLT AVE KAYCEE WY 82639,16441,,14,30X10 Copper,-106.6339308,43.71255192,Worland,
473 1/2 N 5TH AVE FORSYTH MT 59327,37140,,25,30X10 Copper,-106.6863122,46.26676142,Forsyth,
349 RITTER AVE KAYCEE WY 82639,16232,,14,30X10 Copper,-106.6373759,43.71067413,Worland,
320 W ALGER AVE SHERIDAN WY 82801,929949,,41,30X10 Copper,-106.9591278,44.80011407,Sheridan,
307 DULL KNIFE DR LAME DEER MT 59043,31420,,31,30X10 Copper,-106.6616965,45.62070636,Forsyth,
309 S 9TH AVE FORSYTH MT 59327,37688,,25,30X10 Copper,-106.6763619,46.26282435,Forsyth,
1439 DEVON ST CLEARMONT WY 82835,35241,,37,30X10 Copper,-106.3830964,44.64040324,Forsyth,
1438 DEVON ST CLEARMONT WY 82835,35235,,37,30X10 Copper,-106.3831479,44.6402733,Forsyth,
440 N 12TH AVE FORSYTH MT 59327,37370,,25,30X10 Copper,-106.6782658,46.26988849,Forsyth,
201 FIRST ST DUP-2 KAYCEE WY 82639,16473,,14,30X10 Copper,-106.6375055,43.71049962,Worland,
1436 DEVON ST CLEARMONT WY 82835,35275,,37,30X10 Copper,-106.3832571,44.6400448,Forsyth,
337 CAMPBELL AVE KAYCEE WY 82639,16238,,14,30X10 Copper,-106.6359625,43.7109266,Worland,
325 RITTER AVE KAYCEE WY 82639,16229,,14,30X10 Copper,-106.6374575,43.71116212,Worland,
202 HOLT AVE KAYCEE WY 82639,16159,,14,30X10 Copper,-106.6352291,43.71357274,Worland,
423 WOODENLEGS DR LAME DEER MT 59043,30988,,31,30X10 Copper,-106.6603669,45.61980444,Forsyth,
462 N 12TH AVE FORSYTH MT 59327,37369,,25,30X10 Copper,-106.6783815,46.27000981,Forsyth,
1425 FRONT ST FORSYTH MT 59327,37720,,25,30X10 Copper,-106.6711366,46.26682356,Forsyth,
1335 RAILWAY ST CLEARMONT WY 82835,35128,,37,30X10 Copper,-106.3829398,44.63923573,Forsyth,
1103 CANAL ST CLEARMONT WY 82835,35181,,37,30X10 Copper,-106.3793776,44.64235687,Forsyth,
1111 CANAL ST CLEARMONT WY 82835,35184,,37,30X10 Copper,-106.379309,44.64278487,Forsyth,
1112 CANAL ST CLEARMONT WY 82835,35183,,37,30X10 Copper,-106.3788817,44.64291314,Forsyth,
225 SECOND ST LOT 2 KAYCEE WY 82639,16209,,14,30X10 Copper,-106.6366883,43.70992786,Worland,
490 N 12TH AVE FORSYTH MT 59327,37368,,25,30X10 Copper,-106.678532,46.27018247,Forsyth,
410 DULL KNIFE DR LAME DEER MT 59043,31414,,31,30X10 Copper,-106.6623597,45.61926797,Forsyth,
104 E CHIEFS ST LAME DEER MT 59043,31412,,31,30X10 Copper,-106.6624363,45.61960412,Forsyth,
343,15921,,14,30X10 Copper,-106.6360622,43.71074444,Worland,
410 HEADDRESS LN LAME DEER MT 59043,31413,,31,30X10 Copper,-106.6629817,45.61933047,Forsyth,
349 CAMPBELL AVE KAYCEE WY 82639,16237,,14,30X10 Copper,-106.636105,43.71062262,Worland,
310 S 10TH AVE FORSYTH MT 59327,37690,,25,30X10 Copper,-106.6756132,46.26298708,Forsyth,
11 CHIMNEY LN DUBOIS WY 82513,45590,,3,30X10 Copper,-109.7011702,43.5601475,DUBOIS,
1919 VAL VISTA ST SHERIDAN WY 82801,871740,,41,30X10 Copper,-106.9564549,44.8186433,Sheridan,
441 CEDAR ST FORSYTH MT 59327,37113,,25,30X10 Copper,-106.6857185,46.26405745,Forsyth,
338 HOLT AVE KAYCEE WY 82639,16247,,14,30X10 Copper,-106.6351181,43.71091103,Worland,
310 S 9TH AVE FORSYTH MT 59327,37679,,25,30X10 Copper,-106.6769109,46.26261186,Forsyth,
57 WATERS DR PINE HAVEN WY 82721,18183,,16,30X10 Copper,-104.8172965,44.35664545,Worland,
227 N 4TH AVE FORSYTH MT 59327,37112,,25,30X10 Copper,-106.6859683,46.26398833,Forsyth,
8 LAZY A RANCH LN ROSEBUD MT 59347,39513,,33,30X10 Copper,-106.3909045,46.29725202,Forsyth,
23 S MAIN ST SHERIDAN WY 82801,868343,,41,30X10 Copper,-106.9556327,44.79683823,Sheridan,
214 SWEET GRASS ST LAME DEER MT 59043,31125,,31,30X10 Copper,-106.6665664,45.62639956,Forsyth,
356 HOLT AVE KAYCEE WY 82639,16248,,14,30X10 Copper,-106.6352717,43.7105738,Worland,
206 SWEET GRASS ST LAME DEER MT 59043,31126,,31,30X10 Copper,-106.6664507,45.6260724,Forsyth,
122 SWEETGRASS ST LAME DEER MT 59043,31121,,31,30X10 Copper,-106.6662888,45.62579026,Forsyth,
322 DULL KNIFE DR LAME DEER MT 59043,31873,,31,30X10 Copper,-106.662429,45.61994914,Forsyth,
312 DULL KNIFE DR LAME DEER MT 59043,31874,,31,30X10 Copper,-106.662321,45.62039118,Forsyth,
110 SWEET GRASS ST LAME DEER MT 59043,31120,,31,30X10 Copper,-106.6660862,45.62551158,Forsyth,
110 S MAIN ST SHERIDAN WY 82801,904835,,41,30X10 Copper,-106.9561271,44.7960339,Sheridan,
104 S MAIN ST SHERIDAN WY 82801,61262,,41,30X10 Copper,-106.9561451,44.7961311,Sheridan,
41883 HY 212 LAME DEER MT 59043,31853,,31,30X10 Copper,-106.6704443,45.62318208,Forsyth,
573 N 8TH AVE FORSYTH MT 59327,37229,,25,30X10 Copper,-106.6837328,46.26921211,Forsyth,
1821 MAIN ST FORSYTH MT 59327,929627,,25,30X10 Copper,-106.6673886,46.27026142,Forsyth,
331 A CAMPBELL AVE KAYCEE WY 82639,16239,,14,30X10 Copper,-106.6357976,43.71102623,Worland,
331 CAMPBELL AVE KAYCEE WY 82639,922673,,14,30X10 Copper,-106.6359366,43.71102812,Worland,
210 MONTANA AVE LAME DEER MT 59043,31781,,31,30X10 Copper,-106.666545,45.6204288,Forsyth,
273 N 4TH AVE FORSYTH MT 59327,37109,,25,30X10 Copper,-106.6863473,46.26443046,Forsyth,
220 MONTANA AVE LAME DEER MT 59043,31102,,31,30X10 Copper,-106.6665395,45.62030042,Forsyth,
228 MONTANA AVE LAME DEER MT 59043,31101,,31,30X10 Copper,-106.6663724,45.62000968,Forsyth,
310 MONTANA AVE LAME DEER MT 59043,31103,,31,30X10 Copper,-106.6660875,45.61951131,Forsyth,
2862 OLD HWY 10 FORSYTH MT 59327,37862,,25,30X10 Copper,-106.6441136,46.26740318,Forsyth,
319 MONTANA AVE LAME DEER MT 59043,31807,,31,30X10 Copper,-106.6652736,45.61953575,Forsyth,
321 MONTANA AVE LAME DEER MT 59043,31805,,31,30X10 Copper,-106.6651484,45.61938523,Forsyth,
330 S CHEYENNE AVE LAME DEER MT 59043,31806,,31,30X10 Copper,-106.664739,45.61927898,Forsyth,
19 W CHIEFS ST LAME DEER MT 59043,31671,,31,30X10 Copper,-106.6649996,45.61886287,Forsyth,
307 RAPELJE AVE HYSHAM MT 59038,39257,,30,30X10 Copper,-107.2333346,46.29159026,Forsyth,
521 WAGNER ST HYSHAM MT 59038,38736,,30,30X10 Copper,-107.2297191,46.28814207,Forsyth,
257 N 4TH AVE FORSYTH MT 59327,37110,,25,30X10 Copper,-106.6862314,46.26430938,Forsyth,
327 RITTER AVE KAYCEE WY 82639,16272,,14,30X10 Copper,-106.6374073,43.71103467,Worland,
1501 SCHOOL ST CLEARMONT WY 82835,35204,,37,30X10 Copper,-106.3799315,44.6372071,Forsyth,
241 N 4TH AVE FORSYTH MT 59327,37111,,25,30X10 Copper,-106.6861346,46.26421477,Forsyth,
1006 WATER ST CLEARMONT WY 82835,35207,,37,30X10 Copper,-106.3803631,44.6372384,Forsyth,
1008 WATER ST CLEARMONT WY 82835,35206,,37,30X10 Copper,-106.3803162,44.63748287,Forsyth,
1010 WATER ST CLEARMONT WY 82835,35203,,37,30X10 Copper,-106.3801796,44.6376455,Forsyth,
1016 WATER ST CLEARMONT WY 82835,35205,,37,30X10 Copper,-106.3793558,44.63786948,Forsyth,
1012 WATER ST CLEARMONT WY 82835,35274,,37,30X10 Copper,-106.3800012,44.63794066,Forsyth,
557 N 14TH AVE FORSYTH MT 59327,37437,,25,30X10 Copper,-106.6760935,46.2721864,Forsyth,
289 N 4TH AVE FORSYTH MT 59327,37107,,25,30X10 Copper,-106.6863994,46.26460156,Forsyth,
650 OLIVE ST SHERIDAN WY 82801,878415,,41,30X10 Copper,-106.946241,44.79324228,Sheridan,
201 SUSSEX LN KAYCEE WY 82639,16166,,14,30X10 Copper,-106.6371858,43.71546797,Worland,
1202 FRONT ST CLEARMONT WY 82835,35163,,37,30X10 Copper,-106.3825998,44.63678649,Forsyth,
134 S MAIN ST SHERIDAN WY 82801,945827,,41,30X10 Copper,-106.9562028,44.79577667,Sheridan,
1850 CEDAR ST FORSYTH MT 59327,59402,,25,30X10 Copper,-106.6678955,46.27100981,Forsyth,
735 RIDGEWALKER DR LAME DEER MT 59043,31070,,31,30X10 Copper,-106.6583355,45.61493601,Forsyth,
200 E MEDICINELODGE DR LAME DEER MT 59043,31069,,31,30X10 Copper,-106.6591924,45.61515977,Forsyth,
132 HOLT AVE KAYCEE WY 82639,16157,,14,30X10 Copper,-106.6352517,43.71391504,Worland,
458 N 7TH AVE FORSYTH MT 59327,37188,,25,30X10 Copper,-106.6845083,46.26736541,Forsyth,
515 WAGNER ST HYSHAM MT 59038,38735,,30,30X10 Copper,-107.2297768,46.28842832,Forsyth,
474 N 7TH AVE FORSYTH MT 59327,37187,,25,30X10 Copper,-106.6846062,46.26751662,Forsyth,
773 OAK ST FORSYTH MT 59327,37228,,25,30X10 Copper,-106.6838683,46.26844603,Forsyth,
301 FIRST ST KAYCEE WY 82639,16236,,14,30X10 Copper,-106.6359794,43.71049343,Worland,
215 CAMPBELL AVE KAYCEE WY 82639,16176,,14,30X10 Copper,-106.6360197,43.71339998,Worland,
640 OAK ST FORSYTH MT 59327,37186,,25,30X10 Copper,-106.6847085,46.2676421,Forsyth,
598 N 8TH AVE FORSYTH MT 59327,37226,,25,30X10 Copper,-106.6842359,46.26902095,Forsyth,
457 N 6TH AVE FORSYTH MT 59327,37184,,25,30X10 Copper,-106.6852054,46.26704759,Forsyth,
Null,15899,,14,30X10 Copper,-106.6370106,43.71552125,Worland,
1759 CEDAR ST FORSYTH MT 59327,37547,,25,30X10 Copper,-106.6687704,46.27071269,Forsyth,
425 RIVER ST FORSYTH MT 59327,945898,,25,30X10 Copper,-106.6866018,46.26486941,Forsyth,
1724 CEDAR ST FORSYTH MT 59327,37546,,25,30X10 Copper,-106.6686717,46.2706003,Forsyth,
573 N 6TH AVE FORSYTH MT 59327,945959,,25,30X10 Copper,-106.6860472,46.26807834,Forsyth,
441 RIVER ST FORSYTH MT 59327,37101,,25,30X10 Copper,-106.6864481,46.26495994,Forsyth,
1720 CEDAR ST FORSYTH MT 59327,37545,,25,30X10 Copper,-106.66904,46.27074352,Forsyth,
609 OAK ST FORSYTH MT 59327,945960,,25,30X10 Copper,-106.6857671,46.26760601,Forsyth,
409 RIVER ST FORSYTH MT 59327,37100,,25,30X10 Copper,-106.6867233,46.26480056,Forsyth,
179 N 17TH AVE FORSYTH MT 59327,37544,,25,30X10 Copper,-106.6694812,46.27046493,Forsyth,
338 FIRST ST KAYCEE WY 82639,16265,,14,30X10 Copper,-106.6355006,43.71013035,Worland,
1635 MAIN ST FORSYTH MT 59327,37539,,25,30X10 Copper,-106.6700898,46.26950516,Forsyth,
310 N 4TH AVE FORSYTH MT 59327,37095,,25,30X10 Copper,-106.6871019,46.26465348,Forsyth,
358 N 4TH AVE FORSYTH MT 59327,945896,,25,30X10 Copper,-106.6874941,46.26496045,Forsyth,
589 N 6TH AVE FORSYTH MT 59327,945958,,25,30X10 Copper,-106.6861618,46.26818427,Forsyth,
306 RAPELJE AVE HYSHAM MT 59038,38858,,30,30X10 Copper,-107.2334209,46.29233261,Forsyth,
1617 MAIN ST FORSYTH MT 59327,37538,,25,30X10 Copper,-106.6702836,46.2694545,Forsyth,
342 N 4TH AVE FORSYTH MT 59327,37094,,25,30X10 Copper,-106.6873569,46.26483582,Forsyth,
145 N 16TH AVE FORSYTH MT 59327,37537,,25,30X10 Copper,-106.6705322,46.26961772,Forsyth,
691 OAK ST FORSYTH MT 59327,37177,,25,30X10 Copper,-106.6849542,46.26791249,Forsyth,
609 WAGNER ST HYSHAM MT 59038,38728,,30,30X10 Copper,-107.2296945,46.28768657,Forsyth,
412 ORCHARD ST HYSHAM MT 59038,38727,,30,30X10 Copper,-107.2273617,46.28946337,Forsyth,
526 N 7TH AVE FORSYTH MT 59327,36786,,25,30X10 Copper,-106.6850688,46.26804062,Forsyth,
1624 CEDAR ST FORSYTH MT 59327,37536,,25,30X10 Copper,-106.6707455,46.26999219,Forsyth,
310 FIRST ST KAYCEE WY 82639,16235,,14,30X10 Copper,-106.6359311,43.71015443,Worland,
124 OAK ST FORSYTH MT 59327,901719,,25,30X10 Copper,-106.6933204,46.26255172,Forsyth,
374 N 4TH AVE FORSYTH MT 59327,37093,,25,30X10 Copper,-106.6875821,46.26511499,Forsyth,
542 N 7TH AVE FORSYTH MT 59327,37176,,25,30X10 Copper,-106.6851864,46.26813312,Forsyth,
558 N 7TH AVE FORSYTH MT 59327,37175,,25,30X10 Copper,-106.6852505,46.26825742,Forsyth,
290 N 17TH AVE FORSYTH MT 59327,37526,,25,30X10 Copper,-106.6708461,46.27116097,Forsyth,
506 SIXTH AVE HYSHAM MT 59038,38729,,30,30X10 Copper,-107.2302574,46.28808441,Forsyth,
252 N 17TH AVE FORSYTH MT 59327,37527,,25,30X10 Copper,-106.6705976,46.2708471,Forsyth,
117 BLACK HORSE ST LAME DEER MT 59043,31440,,31,30X10 Copper,-106.6688614,45.62487809,Forsyth,
325 CAMPBELL AVE KAYCEE WY 82639,16240,,14,30X10 Copper,-106.6360779,43.71118649,Worland,
309 RIVER ST FORSYTH MT 59327,37092,,25,30X10 Copper,-106.6878634,46.26434274,Forsyth,
680 WILLOW ST FORSYTH MT 59327,59430,,25,30X10 Copper,-106.6854586,46.26848316,Forsyth,
1625 CEDAR ST FORSYTH MT 59327,37525,,25,30X10 Copper,-106.670946,46.27047976,Forsyth,
109 BLACK HORSE ST LAME DEER MT 59043,31439,,31,30X10 Copper,-106.668705,45.62460701,Forsyth,
408 ORCHARD ST HYSHAM MT 59038,38726,,30,30X10 Copper,-107.227559,46.2897069,Forsyth,
507 E MAIN ST ROSEBUD MT 59347,39574,,33,30X10 Copper,-106.4388201,46.27639194,Forsyth,
203 BLACK HORSE ST LAME DEER MT 59043,31441,,31,30X10 Copper,-106.6691459,45.62521182,Forsyth,
404 ORCHARD ST HYSHAM MT 59038,38725,,30,30X10 Copper,-107.2273733,46.28984309,Forsyth,
489 N 6TH AVE FORSYTH MT 59327,37183,,25,30X10 Copper,-106.6851653,46.26724366,Forsyth,
727 OAK ST FORSYTH MT 59327,37181,,25,30X10 Copper,-106.6844207,46.26821055,Forsyth,
211 N MAIN ST SHERIDAN WY 82801,59537,,41,30X10 Copper,-106.9556493,44.79984086,Sheridan,
402 CAMPBELL AVE KAYCEE WY 82639,16210,,14,30X10 Copper,-106.6365715,43.71014346,Worland,
783 WILLOW ST FORSYTH MT 59327,37993,,25,30X10 Copper,-106.6844915,46.2693068,Forsyth,
763 WILLOW ST FORSYTH MT 59327,37219,,25,30X10 Copper,-106.684714,46.26921137,Forsyth,
340 PARK ST FORSYTH MT 59327,37091,,25,30X10 Copper,-106.6881167,46.26498123,Forsyth,
745 WILLOW ST FORSYTH MT 59327,37178,,25,30X10 Copper,-106.684946,46.26914086,Forsyth,
202 SECOND ST LOT C KAYCEE WY 82639,16281,,14,30X10 Copper,-106.6366489,43.70956948,Worland,
315 BUFORD ST HYSHAM MT 59038,38724,,30,30X10 Copper,-107.2267016,46.29039806,Forsyth,
391 N 3RD AVE FORSYTH MT 59327,37090,,25,30X10 Copper,-106.6884557,46.26487695,Forsyth,
633 OAK ST FORSYTH MT 59327,37174,,25,30X10 Copper,-106.6854488,46.26771753,Forsyth,
202 SECOND ST LOT B KAYCEE WY 82639,16280,,14,30X10 Copper,-106.6368135,43.70946256,Worland,
114 FOURTH ST ROSEBUD MT 59347,39575,,33,30X10 Copper,-106.4403356,46.27380165,Forsyth,
557 N 6TH AVE FORSYTH MT 59327,37173,,25,30X10 Copper,-106.6859375,46.26793187,Forsyth,
320 ORCHARD ST HYSHAM MT 59038,38723,,30,30X10 Copper,-107.227592,46.29028757,Forsyth,
415 BUFORD ST B HYSHAM MT 59038,39149,,30,30X10 Copper,-107.2270277,46.28947694,Forsyth,
202 SECOND ST LOT A KAYCEE WY 82639,16279,,14,30X10 Copper,-106.6370064,43.70938863,Worland,
29 BLACK HORSE ST LAME DEER MT 59043,31438,,31,30X10 Copper,-106.6684981,45.62429777,Forsyth,
Null,15928,,14,30X10 Copper,-106.6387639,43.70900488,Worland,
200 SECOND ST KAYCEE WY 82639,16234,,14,30X10 Copper,-106.6374587,43.70939954,Worland,
1481 1/2 WILLOW ST FORSYTH MT 59327,946935,,25,30X10 Copper,-106.6761193,46.27284415,Forsyth,
415 BUFORD ST HYSHAM MT 59038,39148,,30,30X10 Copper,-107.2269158,46.28953081,Forsyth,
614 VINE ST FORSYTH MT 59327,37655,,25,30X10 Copper,-106.6792986,46.26031811,Forsyth,
1481 WILLOW ST FORSYTH MT 59327,944122,,25,30X10 Copper,-106.6760008,46.27292906,Forsyth,
134 FOURTH ST ROSEBUD MT 59347,39651,,33,30X10 Copper,-106.4408188,46.27413511,Forsyth,
340 FIRST ST KAYCEE WY 82639,16249,,14,30X10 Copper,-106.635198,43.71021683,Worland,
1855 VAL VISTA ST SHERIDAN WY 82801,33753,,41,30X10 Copper,-106.9565549,44.81804275,Sheridan,
17 CEDAR RD DUBOIS WY 82513,45472,,3,30X10 Copper,-109.8184295,43.57368312,DUBOIS,
22 CEDAR RD DUBOIS WY 82513,45470,,3,30X10 Copper,-109.8192488,43.57441401,DUBOIS,
144 COUNTY ROAD 702 BAGGS WY 82321,23520,,1,30X10 Copper,-107.6296023,41.05040724,DUBOIS,
531 NOLAN AVE KAYCEE WY 82639,16225,,14,30X10 Copper,-106.6387011,43.70860778,Worland,
289 1/2 N 4TH AVE FORSYTH MT 59327,37108,,25,30X10 Copper,-106.6861804,46.2646906,Forsyth,
1815 VAL VISTA ST SHERIDAN WY 82801,33755,,41,30X10 Copper,-106.9565797,44.81765817,Sheridan,
11 ORCHARD ST HYSHAM MT 59038,38714,,30,30X10 Copper,-107.2281755,46.29424333,Forsyth,
342 N 6TH AVE FORSYTH MT 59327,37150,,25,30X10 Copper,-106.6847164,46.26594015,Forsyth,
358 N 6TH AVE FORSYTH MT 59327,944087,,25,30X10 Copper,-106.6850188,46.2659974,Forsyth,
372 N 6TH AVE FORSYTH MT 59327,37149,,25,30X10 Copper,-106.6849662,46.26618785,Forsyth,
12 WAGNER ST HYSHAM MT 59038,38713,,30,30X10 Copper,-107.2290785,46.29432124,Forsyth,
388 N 6TH AVE FORSYTH MT 59327,37148,,25,30X10 Copper,-106.6850974,46.26634362,Forsyth,
341 N 5TH AVE FORSYTH MT 59327,945790,,25,30X10 Copper,-106.6855905,46.26556355,Forsyth,
516 PARK ST FORSYTH MT 59327,945791,,25,30X10 Copper,-106.6858936,46.2659396,Forsyth,
431 RITTER AVE KAYCEE WY 82639,16267,,14,30X10 Copper,-106.637441,43.7100462,Worland,
357 N 5TH AVE FORSYTH MT 59327,37146,,25,30X10 Copper,-106.6856758,46.26569078,Forsyth,
373 N 5TH AVE FORSYTH MT 59327,37145,,25,30X10 Copper,-106.6858004,46.26585781,Forsyth,
415 N 5TH AVE FORSYTH MT 59327,37141,,25,30X10 Copper,-106.6861106,46.2661966,Forsyth,
724 FOURTH AVE HYSHAM MT 59038,39132,,30,30X10 Copper,-107.2268319,46.29018431,Forsyth,
257 N 9TH AVE FORSYTH MT 59327,37327,,25,30X10 Copper,-106.6799751,46.26696719,Forsyth,
5067 A HWY 26 DUBOIS WY 82513,46841,,3,30X10 Copper,-109.7142928,43.56860632,DUBOIS,
403 FIFTH AVE HYSHAM MT 59038,946359,,30,30X10 Copper,-107.2313368,46.28881608,Forsyth,
1210 MAIN ST FORSYTH MT 59327,38000,,25,30X10 Copper,-106.6749524,46.2670155,Forsyth,
620 FIFTH AVE HYSHAM MT 59038,39070,,30,30X10 Copper,-107.2283389,46.28916629,Forsyth,
419 PINE ST DUP-1 UPTON WY 82730,19455,,22,30X10 Copper,-104.6264852,44.10115209,Worland,
3249 SECTION LINE RD NEWCASTLE WY 82701,27452,,17,30X10 Copper,-104.2413133,43.84411,Worland,
115 CAMBRIA ST NEWCASTLE WY 82701,27551,,17,30X10 Copper,-104.2060949,43.85794891,Worland,
814 ASH ST UPTON WY 82730,18917,,22,30X10 Copper,-104.6270694,44.10212205,Worland,
125 CAMBRIA ST NEWCASTLE WY 82701,27549,,17,30X10 Copper,-104.2068647,43.85758616,Worland,
103 S SUMNER AVE NEWCASTLE WY 82701,28078,,17,30X10 Copper,-104.2021005,43.85429741,Worland,
129 WAYSIDE ST DUP-1 NEWCASTLE WY 82701,29358,,17,30X10 Copper,-104.2066129,43.85799887,Worland,
3261 SECTION LINE RD NEWCASTLE WY 82701,27454,,17,30X10 Copper,-104.2421932,43.84418572,Worland,
3291 CACTUS DR LOT 64 NEWCASTLE WY 82701,27514,,17,30X10 Copper,-104.2453509,43.84561488,Worland,
30 N SENECA AVE NEWCASTLE WY 82701,27893,,17,30X10 Copper,-104.2052107,43.85545457,Worland,
219 W MAIN ST NEWCASTLE WY 82701,27888,,17,30X10 Copper,-104.2052616,43.85468793,Worland,
1783 EDWARDS DR SHERIDAN WY 82801,59941,,41,30X10 Copper,-106.9533991,44.77883887,Sheridan,
1453 MARTIN AVE SHERIDAN WY 82801,60241,,41,30X10 Copper,-106.9617154,44.78255087,Sheridan,
215 S SUMMIT AVE NEWCASTLE WY 82701,28095,,17,30X10 Copper,-104.2000949,43.85369026,Worland,
121 1/2 CAMBRIA ST NEWCASTLE WY 82701,27550,,17,30X10 Copper,-104.2058391,43.85756504,Worland,
117 1/2 W WENTWORTH ST NEWCASTLE WY 82701,28107,,17,30X10 Copper,-104.202646,43.85354312,Worland,
440 1ST ST UPTON WY 82730,18933,,22,30X10 Copper,-104.6321735,44.10071065,Worland,
610 WILLOW ST UPTON WY 82730,19290,,22,30X10 Copper,-104.625245,44.09874025,Worland,
214 WILLOW ST UPTON WY 82730,19145,,22,30X10 Copper,-104.624794,44.09914264,Worland,
3291 CACTUS DR LOT 62 NEWCASTLE WY 82701,27462,,17,30X10 Copper,-104.2455046,43.84559082,Worland,
1415 MARTIN AVE SHERIDAN WY 82801,60175,,41,30X10 Copper,-106.9617134,44.78289499,Sheridan,
3332 STIRRUP ST NEWCASTLE WY 82701,27447,,17,30X10 Copper,-104.2495662,43.84443286,Worland,
3330 STIRRUP ST NEWCASTLE WY 82701,27446,,17,30X10 Copper,-104.2491455,43.84453325,Worland,
3326 STIRRUP ST DUP-2 NEWCASTLE WY 82701,29342,,17,30X10 Copper,-104.2488118,43.84453545,Worland,
7 W WENTWORTH ST NEWCASTLE WY 82701,28112,,17,30X10 Copper,-104.2010429,43.85398679,Worland,
26 N SENECA AVE NEWCASTLE WY 82701,27892,,17,30X10 Copper,-104.2050759,43.85530064,Worland,
3336 STIRRUP ST NEWCASTLE WY 82701,27418,,17,30X10 Copper,-104.2499043,43.84450673,Worland,
805 PINE ST UPTON WY 82730,18971,,22,30X10 Copper,-104.6251369,44.10138809,Worland,
107 S SUMMIT AVE NEWCASTLE WY 82701,28103,,17,30X10 Copper,-104.2007998,43.85473847,Worland,
612 WILLOW ST UPTON WY 82730,19240,,22,30X10 Copper,-104.6250642,44.09890049,Worland,
204 E 6 LOT 31 SHOSHONI WY 82649,7121,,20,30X10 Copper,-108.1086428,43.23995826,Worland,
3333 STIRRUP ST NEWCASTLE WY 82701,27527,,17,30X10 Copper,-104.2495791,43.84493113,Worland,
529 SHERIDAN ST OSAGE WY 82723,29809,,18,30X10 Copper,-104.4245682,43.97939533,Worland,
1143 6TH ST UPTON WY 82730,19088,,22,30X10 Copper,-104.6258216,44.10148846,Worland,
1773 WARREN AVE SHERIDAN WY 82801,60185,,41,30X10 Copper,-106.9589348,44.77859888,Sheridan,
